"","Creek","Date","WY","ppt","t_max","t_min","t_avg","vpd_min","vpd_max"
"11819","Consumnes R (North Fork)",2022-11-01,2023,141.0733032,9.3842001,-0.3093,4.5373998,1.9285998,7.8401999
"11820","Consumnes R (North Fork)",2022-12-01,2023,529.9798584,6.8576999,-1.0274,2.9150999,0.9855,5.0362
"11821","Consumnes R (North Fork)",2023-01-01,2023,556.0512085,6.3980999,-1.714,2.342,0.7258,5.1746998
"11822","Consumnes R (North Fork)",2023-02-01,2023,209.9996948,6.4621997,-2.6643999,1.8987999,1.6149,6.7536998
"11823","Consumnes R (North Fork)",2023-03-01,2023,517.4960938,4.8832998,-2.8941998,0.9945,0.5075,4.3532
"11824","Consumnes R (North Fork)",2023-04-01,2023,24.0648003,13.8678999,1.3846999,7.6261997,1.9888999,11.4787998
"11825","Consumnes R (North Fork)",2023-05-01,2023,66.0821991,17.0412998,6.3564997,11.6988001,2.5432999,12.6668997
"11826","Consumnes R (North Fork)",2023-06-01,2023,48.5335007,20.6714993,8.8309002,14.7510996,2.3750999,14.8771992
"11827","Consumnes R (North Fork)",2023-07-01,2023,0,29.6160984,15.9337997,22.7748985,8.9186001,32.9757996
"11828","Consumnes R (North Fork)",2023-08-01,2023,36.7915001,27.4040985,14.8645,21.1341991,6.1068997,26.9215984
"11829","Consumnes R (North Fork)",2023-09-01,2023,32.7318001,21.5412998,11.1128998,16.3269997,3.4594998,16.228199
"11830","Consumnes R (North Fork)",2023-10-01,2024,32.8668976,18.9370003,8.0157995,13.4762993,3.6297998,15.5337992
"11831","Consumnes R (North Fork)",2023-11-01,2024,82.7492981,12.9731998,3.2851999,8.1290998,2.5518,10.7094994
"11832","Consumnes R (North Fork)",2023-12-01,2024,113.9909973,10.5615997,2.4896998,6.5256,1.6605999,7.7834997
"11833","Consumnes R (North Fork)",2024-01-01,2024,223.2257996,7.4544997,-0.0478,3.7033,0.8057,5.2656999
"11834","Consumnes R (North Fork)",2024-02-01,2024,226.7984009,6.8277998,-1.0422,2.8927,0.4713,4.7504001
"11835","Consumnes R (North Fork)",2024-03-01,2024,307.1973877,7.8852997,-0.2204,3.8324499,1.1802,5.5681
"11836","Consumnes R (North Fork)",2024-04-01,2024,49.842598,14.0598993,1.7825999,7.9212494,1.2021999,10.1651001
"11837","Consumnes R (North Fork)",2024-05-01,2024,43.0506973,18.4258003,6.941,12.6834002,3.2977998,14.2392998
"11838","Consumnes R (North Fork)",2024-06-01,2024,0,25.3283997,13.3021994,19.3153,5.8778996,22.6931992
"11839","Consumnes R (North Fork)",2024-07-01,2024,1.3806,30.7702999,18.740799,24.7555504,11.1164999,33.5289001
"11840","Consumnes R (North Fork)",2024-08-01,2024,3.3562,26.8142986,14.5081997,20.6612492,7.0667,26.9629993
"11841","Lyons Cr",2000-01-01,2000,342.54599,4.8410001,-3.6540003,0.5930001,0.691,3.971
"11842","Lyons Cr",2000-02-01,2000,333.6789856,5.4070001,-3.7820001,0.812,0.384,3.8559999
"11843","Lyons Cr",2000-03-01,2000,56.3600006,9.1780005,-3.5850003,2.7960002,0.959,7.711
"11844","Lyons Cr",2000-04-01,2000,60.6259995,12.3660002,-0.25,6.0580001,1.599,10.4790001
"11845","Lyons Cr",2000-05-01,2000,148.6730042,15.7150002,2.7260001,9.2200003,2.0309999,12.1719999
"11846","Lyons Cr",2000-06-01,2000,21.2970009,22.3349991,8.7930002,15.5630007,4.7290001,19.8110008
"11847","Lyons Cr",2000-07-01,2000,0,23.1790009,10.1850004,16.6820011,6.4770002,21.7189999
"11848","Lyons Cr",2000-08-01,2000,3.45,24.8939991,10.6190004,17.7560005,7.8499999,25.3829994
"11849","Lyons Cr",2000-09-01,2000,52.1300011,20.1210003,6.8820004,13.5010004,4.5250001,18.5919991
"11850","Lyons Cr",2000-10-01,2001,131.4550018,14.1059999,1.9300001,8.0180006,2.3929999,12.3000002
"11851","Lyons Cr",2000-11-01,2001,55.7999992,7.777,-4.4750004,1.6500001,0.952,7.6739998
"11852","Lyons Cr",2000-12-01,2001,48.8349991,8.3149996,-3.4900002,2.4120002,1.459,8.2399998
"11853","Lyons Cr",2001-01-01,2001,115.8130035,4.5689998,-6.7420001,-1.0860001,0.986,6.8299999
"11854","Lyons Cr",2001-02-01,2001,169.0599976,3.2690001,-6.5610003,-1.646,0.651,4.941
"11855","Lyons Cr",2001-03-01,2001,71.8290024,11.3780003,-1.8930001,4.7420001,0.903,9.6990004
"11856","Lyons Cr",2001-04-01,2001,148.4420013,8.6920004,-3.9480002,2.3720002,0.67,8.3870001
"11857","Lyons Cr",2001-05-01,2001,16.7919998,19.7660007,5.6460004,12.7060003,4.7309999,18.6140003
"11858","Lyons Cr",2001-06-01,2001,3.2539999,21.0879993,8.2950001,14.6910009,5.927,19.7360001
"11859","Lyons Cr",2001-07-01,2001,0.599,23.9300003,11.2700005,17.6000004,6.1069999,22.7779999
"11860","Lyons Cr",2001-08-01,2001,0,26.6560001,11.8210001,19.2380009,8.8979998,29.0450001
"11861","Lyons Cr",2001-09-01,2001,17.2250004,23.1669998,9.1050005,16.1360016,6.1020002,22.5410004
"11862","Lyons Cr",2001-10-01,2002,27.1560001,19.3419991,5.9940004,12.6670008,5.5949998,18.5349998
"11863","Lyons Cr",2001-11-01,2002,203.0679932,9.7139997,-1.1,4.3060002,1.02,7.9369998
"11864","Lyons Cr",2001-12-01,2002,272.5620117,3.602,-5.5710001,-0.984,0.404,3.7809999
"11865","Lyons Cr",2002-01-01,2002,117.0830002,3.6570001,-6.1970005,-1.2700001,1.118,5.243
"11866","Lyons Cr",2002-02-01,2002,96.8130035,9.3710003,-3.4230001,2.9740002,1.619,8.9099998
"11867","Lyons Cr",2002-03-01,2002,171.2120056,8.0459995,-5.401,1.322,1.2539999,8.79
"11868","Lyons Cr",2002-04-01,2002,68.4980011,11.9940004,-1.143,5.4250002,1.041,9.868
"11869","Lyons Cr",2002-05-01,2002,58.0709991,14.6199999,1.271,7.9450002,2.0450001,12.2600002
"11870","Lyons Cr",2002-06-01,2002,0,21.7169991,7.9140005,14.8150005,4.5489998,18.9720001
"11871","Lyons Cr",2002-07-01,2002,20.6280003,26.5440006,12.8800011,19.7120018,8.2969999,25.7029991
"11872","Lyons Cr",2002-08-01,2002,0,24.4169998,10.2340002,17.3250008,7.4200001,24.3320007
"11873","Lyons Cr",2002-09-01,2002,1.899,21.9820004,8.7370005,15.3590012,7.072,21.5119991
"11874","Lyons Cr",2002-10-01,2003,0.637,15.8950005,3.1880002,9.5410004,3.757,14.3039999
"11875","Lyons Cr",2002-11-01,2003,151.9140015,11.1660004,-0.354,5.4060001,2.1010001,9.9799995
"11876","Lyons Cr",2002-12-01,2003,302.0929871,3.6930001,-4.6930003,-0.5,0.395,4.1599998
"11877","Lyons Cr",2003-01-01,2003,67.2279968,9.9659996,-0.342,4.8110003,1.499,7.9549999
"11878","Lyons Cr",2003-02-01,2003,73.8720016,5.5370002,-5.5180001,0.009,0.749,6.0440001
"11879","Lyons Cr",2003-03-01,2003,95.9120026,8.4549999,-2.9890001,2.7320001,0.875,7.165
"11880","Lyons Cr",2003-04-01,2003,274.6600037,5.1459999,-4.3520002,0.396,0.319,4.5089998
"11881","Lyons Cr",2003-05-01,2003,78.1800003,14.8730001,1.725,8.2990007,1.761,13.0150003
"11882","Lyons Cr",2003-06-01,2003,2.563,21.9330006,8.5050001,15.2190008,3.2820001,19.2759991
"11883","Lyons Cr",2003-07-01,2003,15.448,26.1760006,13.6940002,19.9350014,6.3829999,26.1040001
"11884","Lyons Cr",2003-08-01,2003,35.1559982,23.3719997,10.8970003,17.1340008,4.0170002,20.8220005
"11885","Lyons Cr",2003-09-01,2003,8.5010004,23.198,10.0600004,16.6290016,5.7930002,25.0489998
"11886","Lyons Cr",2003-10-01,2004,2.023,19.9139996,6.1910005,13.052001,4.9120002,19.0230007
"11887","Lyons Cr",2003-11-01,2004,90.512001,5.6199999,-4.2450004,0.687,0.974,5.836
"11888","Lyons Cr",2003-12-01,2004,295.0069885,4.5079999,-4.6440001,-0.068,0.436,4.3759999
"11889","Lyons Cr",2004-01-01,2004,102.1320038,5.7839999,-4.2060003,0.788,0.81,5.6430001
"11890","Lyons Cr",2004-02-01,2004,228.0130005,3.076,-6.3090005,-1.6160001,0.465,4.1279998
"11891","Lyons Cr",2004-03-01,2004,44.5830002,12.9650002,0.017,6.4910002,1.822,11.4949999
"11892","Lyons Cr",2004-04-01,2004,27.1819992,11.6210003,-0.054,5.7830005,1.9119999,10.3149996
"11893","Lyons Cr",2004-05-01,2004,52.2529984,15.4219999,2.5280001,8.9750004,2.5120001,13.3280001
"11894","Lyons Cr",2004-06-01,2004,30.8640003,21.1049995,7.7430005,14.4240007,4.138,18.9309998
"11895","Lyons Cr",2004-07-01,2004,4.8569999,24.7320004,11.4940004,18.1130009,6.5050001,23.9529991
"11896","Lyons Cr",2004-08-01,2004,0.187,23.6660004,9.7320004,16.6990013,7.5180001,24.8939991
"11897","Lyons Cr",2004-09-01,2004,6.789,20.8649998,7.9710002,14.4170008,7.0669999,22.7390003
"11898","Lyons Cr",2004-10-01,2005,181.2389984,12.6149998,1.3660001,6.9900002,2.701,11.8439999
"11899","Lyons Cr",2004-11-01,2005,83.8949966,7.3080001,-3.2010002,2.0530002,1.033,6.8930001
"11900","Lyons Cr",2004-12-01,2005,169.1309967,6.5009999,-2.937,1.7810001,1.96,7.4330001
"11901","Lyons Cr",2005-01-01,2005,256.4020081,5.5760002,-2.8130002,1.381,1.819,6.7090001
"11902","Lyons Cr",2005-02-01,2005,132.2879944,5.2540002,-3.4410002,0.906,0.921,5.1479998
"11903","Lyons Cr",2005-03-01,2005,231.1929932,7.7989998,-3.2490001,2.2740002,1.415,7.8800001
"11904","Lyons Cr",2005-04-01,2005,100.689003,9.1379995,-3.4800003,2.8280001,0.98,8.3920002
"11905","Lyons Cr",2005-05-01,2005,219.3710022,13.566,1.7760001,7.6710005,1.698,11.0200005
"11906","Lyons Cr",2005-06-01,2005,69.9520035,16.3430004,4.447,10.3950005,2.175,12.177
"11907","Lyons Cr",2005-07-01,2005,0,26.3150005,13.6680002,19.9910011,8.0530005,24.7859993
"11908","Lyons Cr",2005-08-01,2005,5.1269999,24.743,11.2840004,18.0130005,6.5689998,24.6000004
"11909","Lyons Cr",2005-09-01,2005,18.4950008,18.927,6.0060005,12.4660006,3.5480001,17.0259991
"11910","Lyons Cr",2005-10-01,2006,22.9179993,15.2959995,2.855,9.0750008,2.0050001,12.9460001
"11911","Lyons Cr",2005-11-01,2006,89.3669968,11.3269997,0.303,5.8140001,1.839,9.5209999
"11912","Lyons Cr",2005-12-01,2006,419.2980042,6.6659999,-3.1760001,1.7440001,0.705,5.5240002
"11913","Lyons Cr",2006-01-01,2006,263.3320007,5.1240001,-4.348,0.388,0.724,5.237
"11914","Lyons Cr",2006-02-01,2006,130.1179962,7.0170002,-4.3820004,1.317,1.4069999,7.5599999
"11915","Lyons Cr",2006-03-01,2006,296.1950073,2.7449999,-7.1970005,-2.2260001,0.412,4.1550002
"11916","Lyons Cr",2006-04-01,2006,309.8890076,8.0159998,-1.779,3.118,0.549,6.4749999
"11917","Lyons Cr",2006-05-01,2006,36.1310005,16.7280006,3.5050001,10.1160002,2.039,14.2729998
"11918","Lyons Cr",2006-06-01,2006,6.73,22.1049995,8.5980005,15.3510008,3.5139999,20.0230007
"11919","Lyons Cr",2006-07-01,2006,4.0900002,26.0790005,13.9980011,20.0380001,7.0029998,25.8509998
"11920","Lyons Cr",2006-08-01,2006,0.378,23.823,10.2770004,17.0500011,5.6040001,24.1620007
"11921","Lyons Cr",2006-09-01,2006,1.582,21.6399994,7.9400005,14.7890005,5.8829999,22.677
"11922","Lyons Cr",2006-10-01,2007,9.8009996,14.9370003,2.4530001,8.6950006,2.582,13.026
"11923","Lyons Cr",2006-11-01,2007,132.3240051,8.8009996,-0.851,3.9740002,1.119,7.5760002
"11924","Lyons Cr",2006-12-01,2007,122.8840027,6.2870002,-3.7430003,1.271,1.248,6.6690001
"11925","Lyons Cr",2007-01-01,2007,46.3149986,5.835,-5.427,0.203,1.875,7.802
"11926","Lyons Cr",2007-02-01,2007,265.1530151,5.4829998,-3.3620002,1.0600001,1.045,5.9770002
"11927","Lyons Cr",2007-03-01,2007,52.4589996,11.5419998,-1.026,5.2570004,1.652,11.7360001
"11928","Lyons Cr",2007-04-01,2007,85.0719986,11.1999998,-0.915,5.1420002,1.324,10.1269999
"11929","Lyons Cr",2007-05-01,2007,38.7109985,16.9909992,3.8900001,10.4400005,3.4489999,15.7989998
"11930","Lyons Cr",2007-06-01,2007,10.9320002,21.2469997,8.1040001,14.6750011,4.5139999,19.5330009
"11931","Lyons Cr",2007-07-01,2007,0.951,25.8840008,13.3970003,19.6400013,8.0159998,25.6219997
"11932","Lyons Cr",2007-08-01,2007,0.676,25.4099998,12.2150002,18.8120003,8.2080002,26.7849998
"11933","Lyons Cr",2007-09-01,2007,24.2870007,19.4740009,6.9400005,13.2070007,4.1810002,18.4230003
"11934","Lyons Cr",2007-10-01,2008,47.9459991,13.6850004,1.9750001,7.8300004,2.01,11.1040001
"11935","Lyons Cr",2007-11-01,2008,31.1299992,12.6169996,0.671,6.6430001,2.721,12.5190001
"11936","Lyons Cr",2007-12-01,2008,124.9469986,3.2720001,-5.927,-1.327,0.705,4.7360001
"11937","Lyons Cr",2008-01-01,2008,265.6069946,2.9760001,-5.6700001,-1.3470001,0.903,4.8979998
"11938","Lyons Cr",2008-02-01,2008,177.548996,5.8299999,-4.8280001,0.5,1.015,6.9489999
"11939","Lyons Cr",2008-03-01,2008,35.3600006,8.6190004,-3.072,2.7730002,1.243,9.2629995
"11940","Lyons Cr",2008-04-01,2008,11.1599998,10.125,-2.7570002,3.6830001,1.5369999,9.9250002
"11941","Lyons Cr",2008-05-01,2008,62.632,14.1070004,2.618,8.3620005,1.898,12.6940002
"11942","Lyons Cr",2008-06-01,2008,0,20.7740002,7.5510006,14.1620007,4.302,20.0240002
"11943","Lyons Cr",2008-07-01,2008,0.531,25.6599998,13.6000004,19.6300011,7.0700002,26.0259991
"11944","Lyons Cr",2008-08-01,2008,0,26.0410004,12.3730001,19.2070007,8.2749996,28.0459995
"11945","Lyons Cr",2008-09-01,2008,1.164,22.9529991,9.1120005,16.0320015,6.1009998,24.5739994
"11946","Lyons Cr",2008-10-01,2009,42.6660004,16.4300003,3.4470003,9.9380007,3.9449999,16.1730003
"11947","Lyons Cr",2008-11-01,2009,128.6549988,10.927,0.737,5.8320003,1.3380001,9.2150002
"11948","Lyons Cr",2008-12-01,2009,124.5830002,5.678,-4.7690001,0.454,1.082,6.3829999
"11949","Lyons Cr",2009-01-01,2009,98.663002,8.6590004,-2.319,3.1700001,2.188,8.5629997
"11950","Lyons Cr",2009-02-01,2009,190.2649994,4.4759998,-4.6780005,-0.101,0.704,4.855
"11951","Lyons Cr",2009-03-01,2009,205.3200073,7.2360001,-4.388,1.424,0.884,7.0240002
"11952","Lyons Cr",2009-04-01,2009,54.0629997,10.3219995,-2.266,4.0270004,1.175,9.6719999
"11953","Lyons Cr",2009-05-01,2009,160.3829956,17.4120007,4.9070001,11.1590004,3.4319999,15.3909998
"11954","Lyons Cr",2009-06-01,2009,24.7539997,17.6860008,6.2850003,11.9850006,2.447,14.375
"11955","Lyons Cr",2009-07-01,2009,0.777,25.6480007,13.1800003,19.4140015,8.0360003,26.6690006
"11956","Lyons Cr",2009-08-01,2009,4.1170001,24.0900002,10.1230001,17.1060009,5.4499998,24.9349995
"11957","Lyons Cr",2009-09-01,2009,1.288,24.1030006,10.9580002,17.5300007,6.849,25.5779991
"11958","Lyons Cr",2009-10-01,2010,93.137001,13.5030003,1.21,7.3560004,1.516,11.1990004
"11959","Lyons Cr",2009-11-01,2010,39.6469994,10.6890001,-0.583,5.0530005,2.059,10.8780003
"11960","Lyons Cr",2009-12-01,2010,164.7899933,4.7379999,-5.4400001,-0.351,0.863,5.2379999
"11961","Lyons Cr",2010-01-01,2010,190.8630066,6.1350002,-2.707,1.7140001,0.717,5.2589998
"11962","Lyons Cr",2010-02-01,2010,132.6080017,5.5780001,-3.7490001,0.914,0.439,6.5819998
"11963","Lyons Cr",2010-03-01,2010,146.727005,7.9889998,-4.059,1.9640001,0.878,9.7709999
"11964","Lyons Cr",2010-04-01,2010,193.5220032,7.2789998,-4.158,1.5600001,0.488,7.316
"11965","Lyons Cr",2010-05-01,2010,127.3820038,10.3330002,-1.3150001,4.5090003,1.017,8.6479998
"11966","Lyons Cr",2010-06-01,2010,11.8450003,18.2859993,6.8160005,12.5500002,2.425,14.9239998
"11967","Lyons Cr",2010-07-01,2010,2.6930001,24.8519993,12.5620003,18.7060013,7.0749998,22.8600006
"11968","Lyons Cr",2010-08-01,2010,2.8239999,23.0450001,9.3830004,16.2140007,5.9200001,23.0580006
"11969","Lyons Cr",2010-09-01,2010,0.968,21.9909992,8.3240004,15.1570005,5.4899998,22.5440006
"11970","Lyons Cr",2010-10-01,2011,210.3609924,14.2559996,4.086,9.1700001,1.502,10.6759996
"11971","Lyons Cr",2010-11-01,2011,205.4550018,7.8730001,-2.881,2.4960001,1.0779999,8.5620003
"11972","Lyons Cr",2010-12-01,2011,355.9700012,5.3189998,-3.075,1.1210001,0.3,4.48
"11973","Lyons Cr",2011-01-01,2011,55.4350014,8.3950005,-3.039,2.6780002,1.671,9.4259996
"11974","Lyons Cr",2011-02-01,2011,201.7980042,3.733,-6.8110003,-1.539,1.007,6.0510001
"11975","Lyons Cr",2011-03-01,2011,413.7669983,4.9990001,-4.0810003,0.458,0.359,4.6490002
"11976","Lyons Cr",2011-04-01,2011,96.5530014,8.3310003,-2.8490002,2.7410002,0.684,7.243
"11977","Lyons Cr",2011-05-01,2011,106.7080002,10.7279997,-0.472,5.1270003,1.539,9.2410002
"11978","Lyons Cr",2011-06-01,2011,90.2979965,16.5720005,5.039,10.8050003,2.4849999,13.2550001
"11979","Lyons Cr",2011-07-01,2011,5.9099998,22.8439999,10.7690001,16.8060017,4.4159999,20.0020008
"11980","Lyons Cr",2011-08-01,2011,0,24.198,10.809001,17.5030003,4.9580002,24.8190002
"11981","Lyons Cr",2011-09-01,2011,11.5860004,23.0139999,10.1470003,16.5799999,4.6620002,23.1270008
"11982","Lyons Cr",2011-10-01,2012,85.9769974,15.974,3.8160002,9.8950005,1.8150001,12.8870001
"11983","Lyons Cr",2011-11-01,2012,43.4679985,8.8190002,-2.0780001,3.3700001,1.13,7.816
"11984","Lyons Cr",2011-12-01,2012,1.664,6.7150002,-4.0430002,1.335,1.819,8.29
"11985","Lyons Cr",2012-01-01,2012,150.0859985,9.0819998,-1.5920001,3.7440002,2.632,9.0369997
"11986","Lyons Cr",2012-02-01,2012,50.2369995,6.158,-4.6990004,0.729,0.939,7.474
"11987","Lyons Cr",2012-03-01,2012,252.447998,6.3340001,-3.3520002,1.4900001,0.598,5.4159999
"11988","Lyons Cr",2012-04-01,2012,144.7779999,10.7729998,-1.368,4.7020001,0.852,8.809
"11989","Lyons Cr",2012-05-01,2012,17.3193989,16.1060009,3.0880001,9.5970001,2.398,14.9989996
"11990","Lyons Cr",2012-06-01,2012,30.6030006,19.5839996,6.9730005,13.2780008,3.5350001,17.3939991
"11991","Lyons Cr",2012-07-01,2012,7.039,23.9379997,12.0740004,18.0060005,5.1279998,21.4319992
"11992","Lyons Cr",2012-08-01,2012,11.4379997,26.3139992,12.9870005,19.6500015,6.5349998,27.9589996
"11993","Lyons Cr",2012-09-01,2012,4.1199999,23.5869999,10.5670004,17.0770016,5.8340001,23.7810001
"11994","Lyons Cr",2012-10-01,2013,66.4970016,16.5890007,3.9600003,10.2740002,2.589,14.9099998
"11995","Lyons Cr",2012-11-01,2013,157.0899963,10.323,-0.222,5.0500002,1.187,8.3100004
"11996","Lyons Cr",2012-12-01,2013,351.2391052,3.1010001,-5.368,-1.133,0.359,3.55
"11997","Lyons Cr",2013-01-01,2013,35.5390015,6.3720002,-5.177,0.597,1.23,8.7139997
"11998","Lyons Cr",2013-02-01,2013,17.8929996,6.007,-5.5340004,0.236,1.113,8.8800001
"11999","Lyons Cr",2013-03-01,2013,89.3909988,10.6890001,-1.2080001,4.7400002,1.118,9.927
"12000","Lyons Cr",2013-04-01,2013,71.7770004,12.2460003,-0.296,5.9750004,1.485,11.776
"12001","Lyons Cr",2013-05-01,2013,65.8919983,14.9980001,3.2950001,9.1460009,2.2520001,12.8290005
"12002","Lyons Cr",2013-06-01,2013,40.7290001,21.059,8.5290003,14.7940006,4.1409998,19.4190006
"12003","Lyons Cr",2013-07-01,2013,7.5170002,25.9589996,14.4820004,20.2200012,6.257,25.9610004
"12004","Lyons Cr",2013-08-01,2013,3.826,23.0680008,10.5710001,16.8190002,6.4770002,23.2059994
"12005","Lyons Cr",2013-09-01,2013,31.9169998,19.9370003,8.0360003,13.986001,4.1950002,18.0109997
"12006","Lyons Cr",2013-10-01,2014,24.0310001,14.2790003,1.8830001,8.0810003,3.516,13.3369999
"12007","Lyons Cr",2013-11-01,2014,40.2099991,11.2559996,-0.041,5.6070004,2.1040001,9.6820002
"12008","Lyons Cr",2013-12-01,2014,33.1739998,7.9590001,-4.3610001,1.7990001,2.335,8.941
"12009","Lyons Cr",2014-01-01,2014,62.8359985,11.3149996,-0.017,5.6480002,3.323,10.5459995
"12010","Lyons Cr",2014-02-01,2014,300.4979858,6.6609998,-2.8260002,1.9170001,0.86,5.9910002
"12011","Lyons Cr",2014-03-01,2014,170.4790039,9.276,-1.524,3.8750002,1.401,8.198
"12012","Lyons Cr",2014-04-01,2014,87.4899979,11.3470001,-0.9210001,5.2130003,1.4630001,10.0690002
"12013","Lyons Cr",2014-05-01,2014,33.3310013,15.6099997,3.5190001,9.5640001,3.1689999,14.467
"12014","Lyons Cr",2014-06-01,2014,2.9690001,20.9370003,8.6140003,14.7750006,6.3319998,20.1270008
"12015","Lyons Cr",2014-07-01,2014,21.1429996,25.9060001,14.3660011,20.1360016,7.3590002,24.4810009
"12016","Lyons Cr",2014-08-01,2014,9.6639996,23.0809994,10.7550001,16.9170017,4.8080001,21.3220005
"12017","Lyons Cr",2014-09-01,2014,40.4770012,21.6669998,9.6210003,15.644001,5.3909998,20.4820004
"12018","Lyons Cr",2014-10-01,2015,22.9349995,17.6790009,4.9070001,11.2930002,4.066,15.8470001
"12019","Lyons Cr",2014-11-01,2015,89.1620026,11.5249996,0.402,5.9630003,1.999,9.3839998
"12020","Lyons Cr",2014-12-01,2015,216.0570068,5.3800001,-2.638,1.3710001,0.522,4.1669998
"12021","Lyons Cr",2015-01-01,2015,3.4170001,10.5530005,-0.319,5.1170001,2.349,9.0310001
"12022","Lyons Cr",2015-02-01,2015,178.677002,10.6680002,0.252,5.46,1.956,10.1940002
"12023","Lyons Cr",2015-03-01,2015,34.0470009,12.5550003,0.49,6.5220003,2.424,11.1450005
"12024","Lyons Cr",2015-04-01,2015,80.9889984,10.8929996,-1.029,4.9310002,1.897,10.3629999
"12025","Lyons Cr",2015-05-01,2015,69.6470032,13.1540003,3.0230002,8.0880003,2.073,9.3929996
"12026","Lyons Cr",2015-06-01,2015,27.816,22.5179996,10.1330004,16.3250008,5.7519999,19.7210007
"12027","Lyons Cr",2015-07-01,2015,31.5919991,22.6219997,11.6590004,17.1400013,6.2810001,17.8640003
"12028","Lyons Cr",2015-08-01,2015,2.9430001,24.6830006,11.6660004,18.1740017,5.197,24.3029995
"12029","Lyons Cr",2015-09-01,2015,3.8659999,22.3600006,9.6820002,16.0209999,6.8109999,22.1490002
"12030","Lyons Cr",2015-10-01,2016,61.6139984,16.8640003,5.5770001,11.2200003,3.072,13.323
"12031","Lyons Cr",2015-11-01,2016,125.3150024,7.5370002,-3.7560003,1.8900001,1.11,6.8559999
"12032","Lyons Cr",2015-12-01,2016,236.151001,3.3469999,-6.0270004,-1.34,0.586,3.819
"12033","Lyons Cr",2016-01-01,2016,268.2640076,4.7129998,-4.224,0.244,0.52,4.401
"12034","Lyons Cr",2016-02-01,2016,70.8420029,9.9239998,-1.738,4.092,2.2149999,10.8319998
"12035","Lyons Cr",2016-03-01,2016,281.1749878,8.4969997,-1.4450001,3.5250001,0.754,6.6690001
"12036","Lyons Cr",2016-04-01,2016,99.6559982,11.7329998,0.386,6.0590005,1.5779999,9.2159996
"12037","Lyons Cr",2016-05-01,2016,50.1259995,13.6079998,2.5450001,8.0760002,1.918,10.1700001
"12038","Lyons Cr",2016-06-01,2016,1.742,21.5860004,9.1370001,15.361001,5.1859999,19.9239998
"12039","Lyons Cr",2016-07-01,2016,0,24.7040005,12.7580004,18.7310009,8.1820002,24.7059994
"12040","Lyons Cr",2016-08-01,2016,2.0179999,25.4580002,11.9350004,18.6960011,6.1490002,26.5310001
"12041","Lyons Cr",2016-09-01,2016,9.8039999,21.1329994,8.4510002,14.7910004,6.0240002,19.9640007
"12042","Lyons Cr",2016-10-01,2017,306.3779907,13.4119997,3.2990003,8.3550005,2.1099999,10.1569996
"12043","Lyons Cr",2016-11-01,2017,101.9290009,10.7180004,-0.059,5.3290005,1.552,8.9860001
"12044","Lyons Cr",2016-12-01,2017,211.3339996,5.7119999,-4.4840002,0.613,0.905,5.4559999
"12045","Lyons Cr",2017-01-01,2017,676.7860107,3.2850001,-5.427,-1.0700001,0.608,4.0580001
"12046","Lyons Cr",2017-02-01,2017,540.7739868,4.217,-3.7790003,0.218,0.57,3.414
"12047","Lyons Cr",2017-03-01,2017,146.625,9.6789999,-1.7,3.9890001,1.354,8.0450001
"12048","Lyons Cr",2017-04-01,2017,207.1929932,8.5459995,-1.983,3.2810001,0.929,6.7789998
"12049","Lyons Cr",2017-05-01,2017,31.4689999,15.6260004,3.4410002,9.533,2.7550001,15.2370005
"12050","Lyons Cr",2017-06-01,2017,14.5340004,20.1679993,8.1140003,14.1400003,4.3390002,19.8889999
"12051","Lyons Cr",2017-07-01,2017,1.152,25.7150002,13.8070011,19.7610016,6.9299998,24.7970009
"12052","Lyons Cr",2017-08-01,2017,7.8260002,25.1310005,12.2270002,18.6790009,5.8499999,23.4729996
"12053","Lyons Cr",2017-09-01,2017,69.5910034,19.1000004,7.7210002,13.4100008,3.9130001,17.1210003
"12054","Lyons Cr",2017-10-01,2018,16.2000008,16.6499996,3.2570002,9.9530001,4.0570002,15.3620005
"12055","Lyons Cr",2017-11-01,2018,283.2430115,9.7410002,0.6850001,5.2130003,0.935,7.027
"12056","Lyons Cr",2017-12-01,2018,21.9680004,9.9589996,-1.233,4.362,3.194,10.2919998
"12057","Lyons Cr",2018-01-01,2018,134.0870056,8.448,-0.9250001,3.7610002,1.373,6.7010002
"12058","Lyons Cr",2018-02-01,2018,36.2159996,5.9450002,-5.1400003,0.402,1.528,7.8540001
"12059","Lyons Cr",2018-03-01,2018,378.8670044,5.527,-4.6900001,0.418,0.78,5.4310002
"12060","Lyons Cr",2018-04-01,2018,114.3069992,11.3620005,-0.8380001,5.2620001,1.386,9.2969999
"12061","Lyons Cr",2018-05-01,2018,40.8759995,14.7889996,3.8580003,9.3230009,1.529,10.552
"12062","Lyons Cr",2018-06-01,2018,0,21.2660007,8.9490004,15.1070004,5.3709998,18.7539997
"12063","Lyons Cr",2018-07-01,2018,6.6360002,26.5559998,14.9280005,20.7420006,10.1120005,25.6870003
"12064","Lyons Cr",2018-08-01,2018,0.394,25.3829994,12.5810003,18.9810009,6.2620001,25.8899994
"12065","Lyons Cr",2018-09-01,2018,0,22.3029995,9.7010002,16.0010014,6.0320001,22.3409996
"12066","Lyons Cr",2018-10-01,2019,30.4130001,14.8579998,3.3120003,9.085,3.029,12.2869997
"12067","Lyons Cr",2018-11-01,2019,164.0420074,12.3360004,0.683,6.5090003,3.1919999,11.0430002
