Site_number,Site_name,Site_type,Lat,Long,Datum
372303121542901,COYOTE C BL CHARCOT AVE NR SAN JOSE CA,Stream,37.3843,-121.908,NAD83
372311120481001,MERCED R NR HIGHLINE CANAL SPILLWAY NR DELHI CA,Stream,37.3865833,-120.8029167,NAD83
372316120480701,MERCED R NR RIVER MILE 16 NR DELHI CA,Stream,37.38777778,-120.8019444,NAD83
372320121023301,ORESTIMBA CREEK AT MORRIS ROAD NR CROWS LANDING CA,Stream,37.38882474,-121.0435413,NAD83
372323120481700,HIGHLINE CN SPILL NR HILMAR CA,Stream,37.38965984,-120.8057575,NAD83
372349120475901,HIGHLINE CN NR DELHI CA,Stream,37.39694444,-120.7997222,NAD83
372412120591700,San Joaquin R at R mi 111.6 nr Crows Landing CA,Stream,37.4033333,-120.9880556,NAD83
372424120432800,LIVINGSTON CN A LVNGSTN TRMNT PLANT NR LVNGSTN CA,Stream,37.40660436,-120.7254778,NAD83
372431120593300,San Joaquin R at R mi 110.2 nr Crows Landing CA,Stream,37.4086111,-120.9925,NAD83
372438120595600,San Joaquin R at R mi 110.0 nr Crows Landing CA,Stream,37.41055556,-120.9988889,NAD83
372442121000900,San Joaquin R at R mi 109.8 nr Crows Landing CA,Stream,37.41166667,-121.0025,NAD83
372450120423300,MERCED R A MCCONNELL STATE PARK NR LIVINGSTON CA,Stream,37.41382645,-120.7101997,NAD83
372451121005201,RIVER RD DR A ORESTIMBA C NR CROWS LANDING CA,Stream,37.4141021,-121.0154856,NAD83
372451121010100,ORESTIMBA C A R RD NR CROWS LANDING CA,Stream,37.4141021,-121.0179857,NAD83
372523121221100,DEL PUERTO C AT FRANK RAINES REGIONAL PARK CA,Stream,37.42298986,-121.3707716,NAD83
372525121584701,ALVISO SLOUGH FEEDER CHANNEL A ALVISO CA,Stream,37.4234833,-121.9796139,NAD83
372534121003400,San Joaquin R at R mi 107.8 nr Crows Landing CA,Stream,37.4261111,-121.0094444,NAD83
372538120402101,MERCED RIVER AT CRESSEY CA,Stream,37.4271596,-120.6735321,NAD83
372541121005200,San Joaquin R at R mi 107.5 nr Crows Landing CA,Stream,37.42805556,-121.0144444,NAD83
372547121005000,San Joaquin R at R mi 107.4 nr Crows Landing CA,Stream,37.4297222,-121.0138889,NAD83
372552121004800,San Joaquin R at R mi 107.3 nr Crows Landing CA,Stream,37.4311111,-121.0133333,NAD83
372557121005400,San Joaquin R at R mi 107.2 nr Crows Landing CA,Stream,37.4325,-121.015,NAD83
372600121010000,San Joaquin R at R mi 107.1 nr Crows Landing CA,Stream,37.4333333,-121.0166667,NAD83
372708121021800,San Joaquin R at R mi 104.3 nr Patterson CA,Stream,37.4522222,-121.0383333,NAD83
372713120534901,TURLOCK RAINGAGE NR IDAHO RD NR TURLOCK CA,Stream,37.4536111,-120.8969444,NAD83
372806121023000,San Joaquin R at R mi 103.2 nr Patterson CA,Stream,37.4683333,-121.0416667,NAD83
372825120361401,DRY C A TURLOCK RD NR WINTON CA,Stream,37.4736111,-120.6038889,NAD83
372826121140201,DEL PUERTO C IN DEL PUERTO CYN NR PATTERSON CA,Stream,37.47382169,-121.2349363,NAD83
372829120420801,MUSTANG C A NEWPORT RD NR BALLICO CA,Stream,37.4746582,-120.7032563,NAD83
372839119375301,BIG C AB FISH CAMP CA,Stream,37.47743868,-119.6323749,NAD83
372839120413901,MUSTANG C A BIFURCATION STRUCTURE NR BALLICO CA,Stream,37.4775,-120.6941667,NAD83
372849121040600,San Joaquin R at R mi 100.0 nr Patterson CA,Stream,37.48027778,-121.0683333,NAD83
372931121044100,San Joaquin R at R mi 99.0 nr Patterson CA,Stream,37.49194444,-121.0780556,NAD83
372934121044700,San Joaquin R at R mi 98.9 nr Patterson CA,Stream,37.49277778,-121.0797222,NAD83
372942121045300,San Joaquin R at R mi 98.7 nr Patterson CA,Stream,37.495,-121.0813889,NAD83
372946121045400,San Joaquin R at R mi 98.6 nr Patterson CA,Stream,37.4961111,-121.0816667,NAD83
372949121453901,ALAMEDA C AB DIV DAM FOR AQUEDUCT TO CALAVERAS RES,Stream,37.49694444,-121.7608333,NAD83
372958121103401,DEL PUERTO CREEK AT ROGERS ROAD NR PATTERSON CA,Stream,37.499377,-121.1771578,NAD83
373009121570901,ARROYO DE LAGUNA A GRIMMER BLVD A FREMONT CA,Stream,37.50243785,-121.9535708,NAD83
373012119334001,RAINIER C AB SPR IF NR FISHCAMP CA,Stream,37.50327134,-119.5620929,NAD83
373012120393401,MUSTANG C BL RES NR OAKDALE RD NR MONTPELIER CA,Stream,37.5025,-120.6577778,NAD83
373014121050200,San Joaquin R at R mi 98.0 nr Patterson CA,Stream,37.50388889,-121.0838889,NAD83
373020120385201,MUSTANG C 1.1MI S OF MONTE VISTA AVE NR MONTPELIER,Stream,37.50555556,-120.6477778,NAD83
373027121051401,OLIVE AVE DRAIN NR PATTERSON CA,Stream,37.50743289,-121.088267,NAD83
373048121093000,DEL PUERTO C (AT HYW 33) CA,Stream,37.51326576,-121.1593798,NAD83
373050119360000,BIG C NR GRIZZLY GIANT TREE CA,Stream,37.51382618,-119.6009853,NAD83
373059120222201,MERCED R BL SNELLING DIV DAM NR SNELLING CA,Stream,37.51632517,-120.3738017,NAD83
373059121055100,San Joaquin R at R mi 96.0 nr Patterson CA,Stream,37.51638889,-121.0975,NAD83
373112120382901,MUSTANG C A MONTE VISTA AVE NR MONTPELIER CA,Stream,37.52055556,-120.641111,NAD83
373115120382801,CULVERT DISCHARGE TO MUSTANG C A MONTE VISTA AVE,Stream,37.5208333,-120.641111,NAD83
373130121055600,San Joaquin R at R mi 95.2 nr Patterson CA,Stream,37.525,-121.0988889,NAD83
373130121055800,San Joaquin R at R mi 95.2B nr Patterson CA,Stream,37.525,-121.0994444,NAD83
373134121060800,San Joaquin R at R mi 94.80B nr Patterson CA,Stream,37.5261111,-121.1022222,NAD83
373135121061300,San Joaquin R at R mi 94.8 nr Patterson CA,Stream,37.52638889,-121.103611,NAD83
373151121062800,San Joaquin R at R mi 94.1 nr Patterson CA,Stream,37.5308333,-121.1077778,NAD83
373204121101800,WESTLY WASTWAY A HWY 33 CA,Stream,37.53437644,-121.1727138,NAD83
373211119392601,UNNAMED TRIB A WAWONA RD A WAWONA CA,Stream,37.5363,-119.6571139,NAD83
373211121063900,San Joaquin R at R mi 93.5 nr Patterson CA,Stream,37.53638889,-121.1108333,NAD83
373218119392701,SF MERCED R AB HWY 41 BR A WAWONA CA,Stream,37.53826918,-119.6584908,NAD83
373219119371100,SF MERCED R A SWINGING BR NR WAWONA CA,Stream,37.5386111,-119.6197222,NAD83
373219119392800,S. FORK MERCED RIVER AT SR41 PRIDGE YOSEMITE NP,Stream,37.5386111,-119.6577778,NAD83
373222119371501,SF MERCED R ABOVE MILE 25 NR WAWONA CA,Stream,37.53938036,-119.6218216,NAD83
373230119372500,SF MERCED R AB SOUTH WAWONA CA,Stream,37.54160246,-119.6245997,NAD83
373232121053900,WESTPORT DRAIN NR MODESTO CA,Stream,37.5421544,-121.0952121,NAD83
373238119374101,SF MERCED BL SWINGING BRIDGE NR WAWONA CA,Stream,37.54388889,-119.6280556,NAD83
373248119405000,BIG C NR WAWONA CAMPGROUND CA,Stream,37.546602,-119.6815485,NAD83
373251119375600,CHILNAULNA C NR N WAWONA CA,Stream,37.54743547,-119.6332118,NAD83
373258119410000,SF MERCED R BL WAWONA CA,Stream,37.54937965,-119.6843266,NAD83
373306119411401,SF MERCED R BL WAWONA CAMPGROUND NR WAWONA CA,Stream,37.55163056,-119.6872972,NAD83
373307121072000,San Joaquin R at R mi 92.1 nr Grayson CA,Stream,37.55194444,-121.1222222,NAD83
373308119371100,S. FORK MERCED RIVER NR WAWONA CA,Stream,37.5508333,-119.6866667,NAD83
373324121090401,SAN JOAQUIN R A LAIRD PARK NR GRAYSON CA,Stream,37.55659835,-121.1521581,NAD83
373328121091100,San Joaquin R at R mi 89.4 nr Grayson CA,Stream,37.55777778,-121.1530556,NAD83
373331121074600,San Joaquin R at R mi 91.3 nr Grayson CA,Stream,37.5586111,-121.1294444,NAD83
373332121080200,San Joaquin R at R mi 91.1 nr Grayson CA,Stream,37.55888889,-121.1338889,NAD83
373337121081300,San Joaquin R at R mi 90.9 nr Grayson CA,Stream,37.56027778,-121.1369444,NAD83
373434121482801,INDIAN C A INDIAN CREEK ROAD NR SUNOL CA,Stream,37.5761111,-121.8077778,NAD83
373450119403800,ALDER C A HWY 41 NR WAWONA CA,Stream,37.58048924,-119.6782167,NAD83
373500121100300,San Joaquin R at R mi 86.8 nr Grayson CA,Stream,37.5833333,-121.1675,NAD83
373507121472101,SAN ANTONIO C A INDIAN CREEK ROAD NR SUNOL CA,Stream,37.58527778,-121.7891667,NAD83
373521121142801,INGRAM CREEK NR GRAYSON CA,Stream,37.5890975,-121.2421607,NAD83
373531118591401,MAMMOTH C A TRAILHEAD NR MAMMOTH LAKES CA,Stream,37.59188137,-118.988186,NAD83
373536121102900,San Joaquin R at R mi 85.95 nr Grayson CA,Stream,37.5933333,-121.1747222,NAD83
373539121103700,San Joaquin R at R mi 85.8 nr Grayson CA,Stream,37.59416667,-121.1769444,NAD83
373546121103800,San Joaquin R at R mi 85.65 nr Grayson CA,Stream,37.5961111,-121.1772222,NAD83
373550121103000,San Joaquin R at R mi 85.5 nr Grayson CA,Stream,37.5972222,-121.175,NAD83
373551121102000,San Joaquin R at R mi 85.35 nr Grayson CA,Stream,37.5975,-121.1722222,NAD83
373552121104300,San Joaquin R at R mi 84.6 nr Grayson CA,Stream,37.59777778,-121.178611,NAD83
373553121101100,San Joaquin R at R mi 85.2 nr Grayson CA,Stream,37.59805556,-121.1697222,NAD83
373554121103400,San Joaquin R at R mi 84.75 nr Grayson CA,Stream,37.5983333,-121.176111,NAD83
373557118594401,MAMMOTH C AB LK MARY NR MAMMOTH LAKES CA,Stream,37.5991035,-118.99652,NAD83
373559121101600,San Joaquin R at R mi 85.05 nr Grayson CA,Stream,37.5997222,-121.171111,NAD83
373559121102700,San Joaquin R at R mi 84.9 nr Grayson CA,Stream,37.5997222,-121.1741667,NAD83
373559121104600,San Joaquin R at R mi 84.45 nr Grayson CA,Stream,37.5997222,-121.1794444,NAD83
373605121103900,San Joaquin R at R mi 84.3 nr Grayson CA,Stream,37.60138889,-121.1775,NAD83
373610121103500,San Joaquin R at R mi 84.2 nr Grayson CA,Stream,37.60277778,-121.1763889,NAD83
373612121070000,TUOLOMNE R A SHILOH BRIDGE CA,Stream,37.60326428,-121.1177137,NAD83
373613121103500,San Joaquin R at R mi 84.15 nr Grayson CA,Stream,37.6036111,-121.1763889,NAD83
373615121152801,HOSPITAL CREEK NR VERNALIS CA,Stream,37.60409727,-121.258828,NAD83
373616121103700,San Joaquin R at R mi 84.1 nr Grayson CA,Stream,37.60444444,-121.1769444,NAD83
373618119001101,LK MARY NR MAMMOTH LAKES CA,Stream,37.60493676,-119.0040206,NAD83
373619121103900,San Joaquin R at R mi 84.0B nr Grayson CA,Stream,37.60527778,-121.1775,NAD83
373620119002801,MAMMOTH C BL LK MARY NR MAMMOTH LAKES CA,Stream,37.6054923,-119.0087429,NAD83
373621121102801,SAN JOAQUIN R BL WSID PMP AB TUOL R NR WESTLEY CA,Stream,37.60576408,-121.1754928,NAD83
373622121103500,San Joaquin R at R mi 83.9 nr Grayson CA,Stream,37.6061111,-121.1763889,NAD83
373622121104100,San Joaquin R at R mi 84.0 nr Grayson CA,Stream,37.6061111,-121.1780556,NAD83
373632121014701,TUOLUMNE R A CARPENTER RD BRIDGE A MODESTO CA,Stream,37.60881994,-121.0307674,NAD83
373634119010601,HORSESHOE LK NR NE SHORE NR MAMMOTH LAKES CA,Stream,37.6093811,-119.0192989,NAD83
373637119573801,MERCED R AB BM1186 NR BRICEBURG CA,Stream,37.61021064,-119.9615662,NAD83
373639120551001,TURLOCK ID CERES MAIN SPILL NR CERES CA,Stream,37.61076476,-120.9204869,NAD83
373641118504901,"CONVICT C BL CONVICT LK NR MAMMOTH LAKES, CA",Stream,37.6113228,-118.8479076,NAD83
373701120561601,TUOLUMNE R A MITCHELL RD BRIDGE A MODESTO CA,Stream,37.61687565,-120.9388208,NAD83
373701121121100,HOSPITAL C BLW CONFLUENCE OF INGRAM C NR GRAY CA,Stream,37.6168749,-121.2041047,NAD83
373721118544301,"LAUREL C A SHERWIN RD NR MAMMOTH LAKES, CA",Stream,37.62243478,-118.9129093,NAD83
373727118552601,VALENTINE C A LOS ANGELES CAMP NR MAMMOTH LAKES CA,Stream,37.62410159,-118.924854,NAD83
373731120595401,WEST SIDE STORMDRAIN A NEECE DRIVE A MODESTO CA,Stream,37.62520856,-120.999378,NAD83
373735121111200,San Joaquin R at R mi 81.5 nr Vernalis CA,Stream,37.62638889,-121.1866667,NAD83
373738121124000,San Joaquin R at R mi 79.1 nr Vernalis CA,Stream,37.6272222,-121.211111,NAD83
373738121124600,San Joaquin R at R mi 78.95 nr Vernalis CA,Stream,37.6272222,-121.2127778,NAD83
373743121125200,San Joaquin R at R mi 78.8 nr Vernalis CA,Stream,37.6286111,-121.2144444,NAD83
373744121123600,San Joaquin R at R mi 79.25 nr Vernalis CA,Stream,37.62888889,-121.21,NAD83
373746118561801,SHERWIN C A SHERWIN RD NR MAMMOTH LAKES CA,Stream,37.62937946,-118.9392991,NAD83
373747121125200,INGRAM C A RIVER RD NR PATTERSON CA,Stream,37.60048626,-121.2246605,NAD83
373749118591801,MAMMOTH C AB OLD MAMMOTH NR MAMMOTH LAKES CA,Stream,37.6302135,-118.9893002,NAD83
373749120593701,NINTH ST STORMDRAIN A SEVENTH ST BR A MODESTO CA,Stream,37.63020847,-120.9946558,NAD83
373752120343801,TUOLUMNE R A TURLOCK LK STATE PK NR TURLOCK LK CA,Stream,37.6310437,-120.5782547,NAD83
373752121112200,San Joaquin R at R mi 80.9 nr Vernalis CA,Stream,37.6311111,-121.1894444,NAD83
373752121125200,San Joaquin R at R mi 78.65 nr Vernalis CA,Stream,37.6311111,-121.2144444,NAD83
373753120441101,TURLOCK ID HICKMAN SPILL NR HICKMAN CA,Stream,37.63132056,-120.7374269,NAD83
373755121123800,San Joaquin R at R mi 79.4 nr Vernalis CA,Stream,37.63194444,-121.2105556,NAD83
373757121125100,San Joaquin R at R mi 78.4 nr Vernalis CA,Stream,37.6325,-121.2141667,NAD83
373800121123700,San Joaquin R at R mi 79.55 nr Vernalis CA,Stream,37.6333333,-121.2102778,NAD83
373800121125200,San Joaquin R at R mi 78.5 nr Vernalis CA,Stream,37.6333333,-121.2144444,NAD83
373802121112900,San Joaquin R at R mi 80.75 nr Vernalis CA,Stream,37.63388889,-121.1913889,NAD83
373802121125300,San Joaquin R at R mi 78.3 nr Vernalis CA,Stream,37.63388889,-121.2147222,NAD83
373806118575701,MAMMOTH C A SHERWIN C RD NR MAMMOTH LAKES CA,Stream,37.63493527,-118.9668,NAD83
373807121122600,San Joaquin R at R mi 79.7 nr Vernalis CA,Stream,37.63527778,-121.2072222,NAD83
373807121125700,San Joaquin R at R mi 78.35 nr Vernalis CA,Stream,37.63527778,-121.2158333,NAD83
373809120370201,TUOLUMNE R A ROBERTS FERRY BR NR ROBERTS FERRY CA,Stream,37.63576558,-120.6182562,NAD83
373810121125800,San Joaquin R at R mi 78.2 nr Vernalis CA,Stream,37.6361111,-121.216111,NAD83
373811120590001,DRY C A GALLO BRIDGE BL HWY 132 A MODESTO CA,Stream,37.63631948,-120.9843779,NAD83
373812121122000,San Joaquin R at R mi 79.85 nr Vernalis CA,Stream,37.63666667,-121.2055556,NAD83
373813121113500,San Joaquin R at R mi 80.6 nr Vernalis CA,Stream,37.63694444,-121.1930556,NAD83
373813121130100,San Joaquin R at R mi 78.1 nr Vernalis CA,Stream,37.63694444,-121.2169444,NAD83
373816121114300,San Joaquin R at R mi 80.45 nr Vernalis CA,Stream,37.63777778,-121.1952778,NAD83
373816121115200,San Joaquin R at R mi 80.3 nr Vernalis CA,Stream,37.63777778,-121.1977778,NAD83
373816121120200,San Joaquin R at R mi 80.15 nr Vernalis CA,Stream,37.63777778,-121.2005556,NAD83
373816121121200,San Joaquin R at R mi 80.0 nr Vernalis CA,Stream,37.63777778,-121.2033333,NAD83
373818121130600,San Joaquin R at R mi 78.0 nr Vernalis CA,Stream,37.6383333,-121.2183333,NAD83
373819118533301,MAMMOTH C BL CHANCE SPRINGS NR MAMMOTH LAKES CA,Stream,37.63854526,-118.8934653,NAD83
373835118510701,HOT C BL FISH HATCHERY NR MAMMOTH LAKES - SITE A,Stream,37.64298908,-118.852909,NAD83
373836118510701,"HOT C AB FISH HATCHERY NR MAMMOTH LAKES, CA",Stream,37.64326685,-118.852909,NAD83
373837118504301,HOT C A RANCH NR MAMMOTH LAKES CA,Stream,37.6435445,-118.8462422,NAD83
373837118510801,MAMMOTH C AB HOT C NR MAMMOTH LAKES CA,Stream,37.6435446,-118.8531868,NAD83
373839118510101,HOT C BL FISH HATCHERY NR MAMMOTH LAKES - SITE B,Stream,37.64410015,-118.8512424,NAD83
373842121131800,HOSPITAL C A RIVER RD NR PATTERSON CA,Stream,37.6104861,-121.2246606,NAD83
373847120590801,MCHENRY STORMDRAIN A BODEM ST A MODESTO CA,Stream,37.64631925,-120.9866003,NAD83
373853118502701,HOT C SITE C NR MAMMOTH LAKES CA,Stream,37.64798886,-118.8417978,NAD83
373901119530701,SF MERCED R NR MOUTH NR EL PORTAL CA,Stream,37.65020867,-119.8862865,NAD83
373907120574100,DRY C AT REGIONAL PARK AT MODESTO CA,Stream,37.65187477,-120.9624332,NAD83
373910120570601,SONOMA STORMDRAIN A SCENIC DRIVE A MODESTO CA,Stream,37.6527081,-120.9527107,NAD83
373920121142300,San Joaquin R at R mi 75.7 nr Vernalis CA,Stream,37.65555556,-121.2397222,NAD83
373925120550701,DRY C A CLAUS RD BRIDGE A MODESTO CA,Stream,37.6568748,-120.9196544,NAD83
373927120551301,FARABUINDO STORMDRAIN A CLAUS RD A MODESTO CA,Stream,37.6574303,-120.921321,NAD83
373935119365800,BRIDALVEIL C AB BRIDALVEIL CAMPGROUND CA,Stream,37.659652,-119.617106,NAD83
373944118493501,HOT C SITE D NR MAMMOTH LAKES CA,Stream,37.66215518,-118.8273535,NAD83
373944118493601,HOT C A HOT SPRINGS NR MAMMOTH LAKES CA,Stream,37.66215518,-118.8276313,NAD83
373944121145000,San Joaquin R at R mi 73.8 nr Vernalis CA,Stream,37.6622222,-121.2472222,NAD83
373945118493601,"HOT C BL GORGE HOT SPRINGS NR MAMMOTH LKS, CA",Stream,37.66243295,-118.8276313,NAD83
373951118445001,OWENS R AB LK CROWLEY EB CA,Stream,37.66409878,-118.7481845,NAD83
373951118445601,OWENS R AB LK CROWLEY WB CA,Stream,37.66409878,-118.7498512,NAD83
373955118492601,HOT C SITE D3 NR MAMMOTH LAKES CA,Stream,37.66521067,-118.8248536,NAD83
374001119483701,MERCED R BL FORESTA RD BRIDGE NR EL PORTAL CA,Stream,37.6668742,-119.8112839,NAD83
374007118490101,HOT C SITE E NR MAMMOTH LAKES CA,Stream,37.66854389,-118.817909,NAD83
374009119490301,MERCED R A FORESTA RD BR NR EL PORTAL CA,Stream,37.66926667,-119.8173972,NAD83
374017119472301,MERCED R AB HWY 140 BRIDGE NR EL PORTAL CA,Stream,37.6713183,-119.7907277,NAD83
374017119473300,MERCED R A SR140 BRIDGE A EL PORTAL CA,Stream,37.67138889,-119.7925,NAD83
374024120462401,OAKDALE ID DRAINAGE A ELLENWOOD RD NR WATERFORD CA,Stream,37.6732637,-120.7743732,NAD83
374026118483301,HOT C A XING BL HOT SPRING NR MAMMOTH LAKES CA,Stream,37.67382154,-118.8101311,NAD83
374027120424201,DRY C A LEASK BRIDGE BL CASHMAN C NR WATERFORD CA,Stream,37.67409735,-120.7127046,NAD83
374034121171100,JERUSALEM WASTE WAY (AT KASON RD) CA,Stream,37.6760407,-121.2874408,NAD83
374036121155600,San Joaquin R a R mi 72.4 nr Vernalis CA,Stream,37.67666667,-121.2655556,NAD83
374040121155600,San Joaquin R at R mi 72.3 nr Vernalis CA,Stream,37.67777778,-121.2655556,NAD83
374041119340200,MONO MEADOW TRIB NR YOSEMITE VILLAGE CA,Stream,37.6779844,-119.5682153,NAD83
374045121155200,San Joaquin R a R mi 72.2 nr Vernalis CA,Stream,37.67916667,-121.2644444,NAD83
374049121154700,San Joaquin R a R mi 72.1 nr Vernalis CA,Stream,37.68027778,-121.2630556,NAD83
374052121154200,San Joaquin R a R mi 72.0 nr Vernalis CA,Stream,37.6811111,-121.2616667,NAD83
374100121500201,R AND J DISCHARGE NR PLEASANTON CA,Stream,37.6832636,-121.8349554,NAD83
374111121000301,STORM DRAIN INLET W SIDE WHITEHORSE AVE A MODESTO,Stream,37.6865833,-121.0009722,NAD83
374113119323500,ILLILOUETTE C NR MONO MDW NR YOSEMITE VILLAGE CA,Stream,37.6868728,-119.5440477,NAD83
374115120591601,STORM DRAIN INLET S SIDE WENTWORTH LN A MODESTO CA,Stream,37.68769444,-120.9879722,NAD83
374120119415900,GROUSE C A HWY 41 NR CHINQUAPIN CA,Stream,37.6888172,-119.7007238,NAD83
374127119460000,CRANE C NR FORESTA CA,Stream,37.6907617,-119.767672,NAD83
374134119205901,MERCED PEAK FORK AT FOOTBR NR YOSEMITE VILLAGE CA,Stream,37.69277778,-119.3497222,NAD83
374156119200200,MERCED PEAK FK 0.3 MI BL BR NR YOSEMITE VILLAGE CA,Stream,37.69881989,-119.3487591,NAD83
374200121101200,STANISLAUS R A KOETITZ RANCH CA,Stream,37.6999291,-121.1710498,NAD83
374209121103800,STANISLAUS R A CASWELL STATE PARK NR RIPON CA,Stream,37.70242907,-121.1782722,NAD83
374220121451601,ARROYO LAS POSITAS AB ALTAMONT C CA,Stream,37.7054849,-121.7555085,NAD83
374224119192700,LYELL FORK MERCED R NR TUOLUMNE MEADOWS CA,Stream,37.70666667,-119.3241667,NAD83
374237119183900,HUTCHING C NR TUOLUMNE MEADOWS CA,Stream,37.710209,-119.3118134,NAD83
374237119215500,MERCED R AB WASHBURN LK CA,Stream,37.7102078,-119.366261,NAD83
374240119215800,MERCED R AB WASHBURN LK BL RED PEAK FK CA,Stream,37.7110411,-119.3670945,NAD83
374244119333801,ILLILOUETTE C AB ILLILOUETTE FALLS NR YOSEMITE VLY,Stream,37.71211667,-119.5606889,NAD83
374254119395401,FERN SPRING NR POHONO BR NR YOSEMITE VALLEY CA,Stream,37.71511667,-119.665061,NAD83
374259119395301,MERCED R A POHONO BRIDGE A YOSEMITE VILLAGE CA,Stream,37.71638889,-119.6647222,NAD83
374302119391701,MERCED R A BRIDALVEIL MORAINE NR YOSEMITE VLLGE CA,Stream,37.7171491,-119.6557227,NAD83
374307119013001,DEADMAN C NR MAMMOTH LAKES CA,Stream,37.718544,-119.0259748,NAD83
374308119385000,BRIDALVEIL C IN YOSEMITE VALLEY CA,Stream,37.7188157,-119.6482223,NAD83
374317119003301,DEADMAN C NR LO CAMPGROUND NR MAMMOTH LAKES CA,Stream,37.72132176,-119.0101415,NAD83
374319119381701,MERCED R BL EL CAPITAN BRDG NR YOSEMITE VLLGE CA,Stream,37.7218711,-119.6390553,NAD83
374326119332400,ILLILOUETTE C NR HAPPY ISLES CA,Stream,37.72381535,-119.557662,NAD83
374327119424300,CASCADE C BL CASCADES CA,Stream,37.7240933,-119.7129485,NAD83
374329119315401,MERCED R A NEVADA FALLS NR YOSEMITE VILLAGE CA,Stream,37.7247222,-119.5316667,NAD83
374329119332100,ILLILOUETTE C AB MERCED R NR YOSEMITE VILLAGE CA,Stream,37.7246486,-119.5568286,NAD83
374333119314901,MERCED R AB NEVADA FALL NR YOSEMITE VILLAGE CA,Stream,37.7259583,-119.5301833,NAD83
374335119330000,MERCED R BL VERNAL FALLS CA,Stream,37.7263152,-119.550995,NAD83
374340119362801,MERCED R BL EAGLE C NR YOSEMITE VLLGE CA,Stream,37.7277041,-119.6087762,NAD83
374345119233401,MERCED R BL GRAY PEAK FK NR YOSEMITE VILLAGE CA,Stream,37.72910278,-119.3927139,NAD83
374345119333301,MERCED R AB HAPPY ISLES BR NR YOSEMITE VILLAGE CA,Stream,37.72914167,-119.5590472,NAD83
374349119363100,MERCED R BL YOSEMITE LODGE NR YOSEMITE VILLAGE CA,Stream,37.73027778,-119.608611,NAD83
374353119304801,MERCED R BL SUNRISE C CA,Stream,37.73131489,-119.5143267,NAD83
374402119304401,SUNRISE C UPSTREAM FROM,Stream,37.73381475,-119.5132157,NAD83
374403119302700,MERCED R AB SUNRISE C CA,Stream,37.7340925,-119.5084932,NAD83
374407119304901,SUNRISE C NR HALF DOME NR YOSEMITE VILLAGE CA,Stream,37.73518056,-119.5135639,NAD83
374409119361301,MERCED R AB SENTINAL C NR YOSEMITE VLLGE CA,Stream,37.73575924,-119.6046098,NAD83
374415118482701,OWENS R AB LITTLE HOT C NR MAMMOTH LAKES CA,Stream,37.737432,-118.8084664,NAD83
374415119241000,MERCED R AB MERCED LK HSC CA,Stream,37.73742784,-119.4037653,NAD83
374417119250401,MERCED R BL MERCED LAKE NR TUOLUMNE MEADOWS CA,Stream,37.73805556,-119.4177778,NAD83
374417119334001,MERCED R ABV CLARKS BRDGE NR YOSEMITE VILLAGE CA,Stream,37.73798128,-119.5621075,NAD83
374418119241100,MERCED R AB HIGH SIERRA CAMP NR TUOLUMNE MEADOW CA,Stream,37.7382611,-119.4040431,NAD83
374419119234401,LEWIS C A FOOTBRIDGE NR YOSEMITE VILLAGE CA,Stream,37.73856389,-119.395661,NAD83
374419120570701,STANISLAUS R A RIVERBANK CA,Stream,37.7385395,-120.95299,NAD83
374420119251000,MERCED R BL MERCED LK HSC CA,Stream,37.73881628,-119.420433,NAD83
374421119355601,MERCED R NR YOSEMITE LODGE NR YOSEMITE VLLGE CA,Stream,37.73909239,-119.5998875,NAD83
374422119500501,MOSS C A MERCED GROVE TRAIL NR EL PORTAL CA,Stream,37.7395361,-119.8347944,NAD83
374423119234800,FLETCHER C AT FOOT BR NR YOSEMITE VILLAGE CA,Stream,37.7397222,-119.3966667,NAD83
374429119255300,CLARK FORK NR YOSEMITE VILLAGE CA,Stream,37.74131588,-119.4323783,NAD83
374431119332500,TENAYA C BL MIRROR LK CA,Stream,37.74186996,-119.5579409,NAD83
374433119262601,MERCED R BL ECHO C NR YOSEMITE VILLAGE CA,Stream,37.7425,-119.4405556,NAD83
374433119301301,SUNRISE C NR YOSEMITE VILLAGE CA,Stream,37.7425,-119.503611,NAD83
374434119341801,MERCED R BL AWAHNEE BRIDGE A YOSEMITE CA,Stream,37.74270327,-119.572664,NAD83
374434119344101,MERCED R BL STONEMAN BRIDGE A YOSEMITE CA,Stream,37.74270328,-119.5790532,NAD83
374435119335301,TENAYA C NR GROUP CAMP NR YOSEMITE VILLAGE CA,Stream,37.742981,-119.5657191,NAD83
374435119353501,MERCED R AB SUPERINTENDENT'S BR NR YOSEMITE VALLEY,Stream,37.7431611,-119.592961,NAD83
374436119352000,MERCED R A SENTINEL DRIVE BR A YOSEMITE VILLAGE CA,Stream,37.7433333,-119.5888889,NAD83
374437119335901,TENAYA C A YOSEMITE VALLEY CA,Stream,37.743675,-119.5663167,NAD83
374442119330201,TENAYA C BL MIRROR LAKE NR YOSEMITE VILLAGE CA,Stream,37.74492534,-119.5515518,NAD83
374444119231101,LEWIS C AB FOOTBRIDGE NR YOSEMITE VILLAGE CA,Stream,37.74555556,-119.3863889,NAD83
374446119260701,ECHO C NR YOSEMITE VILLAGE CA,Stream,37.74605556,-119.4354083,NAD83
374453119354601,YOSEMITE C SIDE CHANNEL A YOSEMITE VALLEY CA,Stream,37.74793056,-119.5959944,NAD83
